"submission_id","list_num","trial_index","trial_id","topic","is_filler","condition_index","pc_prag","g","pc_prop_rating","selected_marker","marker_index","rt"
21,0,11,5,"schlaf",FALSE,0,"low","low",74,"ja",2,5957
21,0,12,7,"sport",FALSE,2,"high","low",83,"bekanntlich",3,7065
21,0,13,4,"digitalisierung",FALSE,3,"high","high",85,"bekanntlich",3,5980
21,0,14,8,"lokalkauf",FALSE,3,"high","high",58,"ja",2,4738
21,0,15,105,"urlaub",TRUE,NA,NA,NA,NA,"ja",2,5492
21,0,16,107,"frischluft",TRUE,NA,NA,NA,NA,"ja",2,3562
22,1,1,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,3994
22,1,2,5,"schlaf",FALSE,1,"low","high",74,"bekanntlich",3,6295
22,1,3,8,"lokalkauf",FALSE,0,"low","low",58,"soviel ich weiß",1,4157
22,1,4,104,"kaffee",TRUE,NA,NA,NA,NA,"ja",2,2391
22,1,5,102,"leselicht",TRUE,NA,NA,NA,NA,"bekanntlich",3,2360
22,1,6,6,"plastik",FALSE,2,"high","low",79,"soviel ich weiß",1,5022
22,1,7,1,"klimawandel",FALSE,1,"low","high",88,"bekanntlich",3,5438
22,1,8,7,"sport",FALSE,3,"high","high",83,"bekanntlich",3,4145
22,1,9,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,2746
22,1,10,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3416
22,1,11,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,3094
22,1,12,4,"digitalisierung",FALSE,0,"low","low",85,"bekanntlich",3,5862
22,1,13,2,"ernaehrung",FALSE,2,"high","low",62,"soviel ich weiß",1,3047
22,1,14,3,"stadtverkehr",FALSE,3,"high","high",71,"ja",2,5975
22,1,15,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2022
22,1,16,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,2740
23,2,1,8,"lokalkauf",FALSE,1,"low","high",58,"bekanntlich",3,3335
23,2,2,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,6588
23,2,3,104,"kaffee",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,1404
23,2,4,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,7637
23,2,5,5,"schlaf",FALSE,2,"high","low",74,"bekanntlich",3,7006
23,2,6,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,4714
23,2,7,7,"sport",FALSE,0,"low","low",83,"bekanntlich",3,1190
23,2,8,3,"stadtverkehr",FALSE,0,"low","low",71,"bekanntlich",3,6463
23,2,9,2,"ernaehrung",FALSE,3,"high","high",62,"ja",2,8539
23,2,10,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2762
23,2,11,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,735
23,2,12,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,4691
23,2,13,4,"digitalisierung",FALSE,1,"low","high",85,"bekanntlich",3,6912
23,2,14,6,"plastik",FALSE,3,"high","high",79,"bekanntlich",3,5546
23,2,15,1,"klimawandel",FALSE,2,"high","low",88,"bekanntlich",3,4037
23,2,16,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5436
24,3,1,1,"klimawandel",FALSE,3,"high","high",88,"bekanntlich",3,2911
24,3,2,108,"laerm",TRUE,NA,NA,NA,NA,"bekanntlich",3,2174
24,3,3,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,5438
24,3,4,105,"urlaub",TRUE,NA,NA,NA,NA,"ja",2,4042
24,3,5,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2130
24,3,6,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,2233
24,3,7,3,"stadtverkehr",FALSE,1,"low","high",71,"ja",2,6397
24,3,8,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,4304
24,3,9,4,"digitalisierung",FALSE,2,"high","low",85,"ja",2,6025
24,3,10,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4805
24,3,11,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,3188
24,3,12,2,"ernaehrung",FALSE,0,"low","low",62,"soviel ich weiß",1,2658
24,3,13,8,"lokalkauf",FALSE,2,"high","low",58,"soviel ich weiß",1,5132
24,3,14,6,"plastik",FALSE,0,"low","low",79,"ja",2,5336
24,3,15,7,"sport",FALSE,1,"low","high",83,"bekanntlich",3,4942
24,3,16,5,"schlaf",FALSE,3,"high","high",74,"soviel ich weiß",1,3603
25,0,1,6,"plastik",FALSE,1,"low","high",79,"bekanntlich",3,5288
25,0,2,103,"kochen",TRUE,NA,NA,NA,NA,"ja",2,2560
25,0,3,1,"klimawandel",FALSE,0,"low","low",88,"ja",2,3174
25,0,4,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,3480
25,0,5,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,7073
25,0,6,3,"stadtverkehr",FALSE,2,"high","low",71,"soviel ich weiß",1,7364
25,0,7,5,"schlaf",FALSE,0,"low","low",74,"ja",2,8435
25,0,8,101,"bahn",TRUE,NA,NA,NA,NA,"ja",2,5551
25,0,9,2,"ernaehrung",FALSE,1,"low","high",62,"ja",2,3363
25,0,10,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,6414
25,0,11,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,4200
25,0,12,7,"sport",FALSE,2,"high","low",83,"soviel ich weiß",1,4614
25,0,13,106,"trinken",TRUE,NA,NA,NA,NA,"bekanntlich",3,3357
25,0,14,4,"digitalisierung",FALSE,3,"high","high",85,"bekanntlich",3,3959
25,0,15,8,"lokalkauf",FALSE,3,"high","high",58,"ja",2,4321
25,0,16,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,1347
26,1,1,8,"lokalkauf",FALSE,0,"low","low",58,"ja",2,4128
26,1,2,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,3153
26,1,3,104,"kaffee",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4480
26,1,4,7,"sport",FALSE,3,"high","high",83,"ja",2,4383
26,1,5,105,"urlaub",TRUE,NA,NA,NA,NA,"ja",2,1510
26,1,6,5,"schlaf",FALSE,1,"low","high",74,"bekanntlich",3,4875
26,1,7,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,2464
26,1,8,107,"frischluft",TRUE,NA,NA,NA,NA,"ja",2,1237
26,1,9,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,4530
26,1,10,4,"digitalisierung",FALSE,0,"low","low",85,"bekanntlich",3,3582
26,1,11,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,5307
26,1,12,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4217
26,1,13,1,"klimawandel",FALSE,1,"low","high",88,"bekanntlich",3,3498
26,1,14,6,"plastik",FALSE,2,"high","low",79,"ja",2,5497
26,1,15,2,"ernaehrung",FALSE,2,"high","low",62,"soviel ich weiß",1,4908
26,1,16,3,"stadtverkehr",FALSE,3,"high","high",71,"ja",2,7011
27,2,1,8,"lokalkauf",FALSE,1,"low","high",58,"bekanntlich",3,3005
27,2,2,6,"plastik",FALSE,3,"high","high",79,"bekanntlich",3,4099
27,2,3,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,5847
27,2,4,7,"sport",FALSE,0,"low","low",83,"ja",2,3411
27,2,5,5,"schlaf",FALSE,2,"high","low",74,"soviel ich weiß",1,5910
27,2,6,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4033
27,2,7,108,"laerm",TRUE,NA,NA,NA,NA,"bekanntlich",3,4472
27,2,8,3,"stadtverkehr",FALSE,0,"low","low",71,"ja",2,6314
27,2,9,106,"trinken",TRUE,NA,NA,NA,NA,"bekanntlich",3,6121
27,2,10,4,"digitalisierung",FALSE,1,"low","high",85,"bekanntlich",3,6443
27,2,11,1,"klimawandel",FALSE,2,"high","low",88,"ja",2,3128
27,2,12,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,1864
27,2,13,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,4513
27,2,14,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,2646
27,2,15,2,"ernaehrung",FALSE,3,"high","high",62,"bekanntlich",3,3510
27,2,16,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3567
28,3,1,106,"trinken",TRUE,NA,NA,NA,NA,"bekanntlich",3,3442
28,3,2,5,"schlaf",FALSE,3,"high","high",74,"soviel ich weiß",1,3020
28,3,3,104,"kaffee",TRUE,NA,NA,NA,NA,"ja",2,286
28,3,4,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4317
28,3,5,2,"ernaehrung",FALSE,0,"low","low",62,"soviel ich weiß",1,3537
28,3,6,6,"plastik",FALSE,0,"low","low",79,"soviel ich weiß",1,3562
28,3,7,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,4965
28,3,8,102,"leselicht",TRUE,NA,NA,NA,NA,"bekanntlich",3,2605
28,3,9,3,"stadtverkehr",FALSE,1,"low","high",71,"bekanntlich",3,6090
28,3,10,4,"digitalisierung",FALSE,2,"high","low",85,"bekanntlich",3,5439
28,3,11,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3558
28,3,12,1,"klimawandel",FALSE,3,"high","high",88,"bekanntlich",3,5646
28,3,13,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4843
28,3,14,8,"lokalkauf",FALSE,2,"high","low",58,"ja",2,4268
28,3,15,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2418
28,3,16,7,"sport",FALSE,1,"low","high",83,"bekanntlich",3,3850
29,0,1,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,1516
29,0,2,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,4663
29,0,3,7,"sport",FALSE,2,"high","low",83,"ja",2,5275
29,0,4,4,"digitalisierung",FALSE,3,"high","high",85,"bekanntlich",3,4636
29,0,5,5,"schlaf",FALSE,0,"low","low",74,"soviel ich weiß",1,6000
29,0,6,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,649
29,0,7,1,"klimawandel",FALSE,0,"low","low",88,"bekanntlich",3,5761
29,0,8,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,3597
29,0,9,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,3499
29,0,10,8,"lokalkauf",FALSE,3,"high","high",58,"ja",2,4473
29,0,11,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4297
29,0,12,2,"ernaehrung",FALSE,1,"low","high",62,"bekanntlich",3,2880
29,0,13,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2478
29,0,14,3,"stadtverkehr",FALSE,2,"high","low",71,"soviel ich weiß",1,4795
29,0,15,6,"plastik",FALSE,1,"low","high",79,"bekanntlich",3,3707
29,0,16,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,5883
30,1,1,5,"schlaf",FALSE,1,"low","high",74,"ja",2,3604
30,1,2,104,"kaffee",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,6517
30,1,3,6,"plastik",FALSE,2,"high","low",79,"bekanntlich",3,5050
30,1,4,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,3984
30,1,5,4,"digitalisierung",FALSE,0,"low","low",85,"bekanntlich",3,5345
30,1,6,3,"stadtverkehr",FALSE,3,"high","high",71,"bekanntlich",3,4562
30,1,7,7,"sport",FALSE,3,"high","high",83,"bekanntlich",3,3317
30,1,8,2,"ernaehrung",FALSE,2,"high","low",62,"soviel ich weiß",1,4434
30,1,9,1,"klimawandel",FALSE,1,"low","high",88,"bekanntlich",3,3828
30,1,10,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,1360
30,1,11,105,"urlaub",TRUE,NA,NA,NA,NA,"ja",2,3063
30,1,12,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,2771
30,1,13,108,"laerm",TRUE,NA,NA,NA,NA,"bekanntlich",3,778
30,1,14,8,"lokalkauf",FALSE,0,"low","low",58,"soviel ich weiß",1,6462
30,1,15,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4894
30,1,16,107,"frischluft",TRUE,NA,NA,NA,NA,"ja",2,3322
31,2,1,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,5054
31,2,2,104,"kaffee",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2926
31,2,3,3,"stadtverkehr",FALSE,0,"low","low",71,"soviel ich weiß",1,5199
31,2,4,1,"klimawandel",FALSE,2,"high","low",88,"bekanntlich",3,4498
31,2,5,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,1406
31,2,6,103,"kochen",TRUE,NA,NA,NA,NA,"ja",2,3756
31,2,7,8,"lokalkauf",FALSE,1,"low","high",58,"soviel ich weiß",1,3413
31,2,8,6,"plastik",FALSE,3,"high","high",79,"ja",2,3215
31,2,9,7,"sport",FALSE,0,"low","low",83,"soviel ich weiß",1,2732
31,2,10,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5423
31,2,11,5,"schlaf",FALSE,2,"high","low",74,"ja",2,3942
31,2,12,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,2282
31,2,13,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3498
31,2,14,4,"digitalisierung",FALSE,1,"low","high",85,"bekanntlich",3,5401
31,2,15,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2647
31,2,16,2,"ernaehrung",FALSE,3,"high","high",62,"soviel ich weiß",1,2995
32,3,1,3,"stadtverkehr",FALSE,1,"low","high",71,"ja",2,7479
32,3,2,4,"digitalisierung",FALSE,2,"high","low",85,"bekanntlich",3,3602
32,3,3,107,"frischluft",TRUE,NA,NA,NA,NA,"ja",2,4889
32,3,4,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,5932
32,3,5,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2049
32,3,6,2,"ernaehrung",FALSE,0,"low","low",62,"ja",2,6095
32,3,7,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4608
32,3,8,5,"schlaf",FALSE,3,"high","high",74,"ja",2,4288
32,3,9,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3999
32,3,10,6,"plastik",FALSE,0,"low","low",79,"ja",2,3140
32,3,11,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,6562
32,3,12,8,"lokalkauf",FALSE,2,"high","low",58,"soviel ich weiß",1,4176
32,3,13,104,"kaffee",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5950
32,3,14,7,"sport",FALSE,1,"low","high",83,"ja",2,3181
32,3,15,101,"bahn",TRUE,NA,NA,NA,NA,"ja",2,3654
32,3,16,1,"klimawandel",FALSE,3,"high","high",88,"bekanntlich",3,5522
33,0,1,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,4748
33,0,2,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,5562
33,0,3,6,"plastik",FALSE,1,"low","high",79,"bekanntlich",3,6391
33,0,4,4,"digitalisierung",FALSE,3,"high","high",85,"bekanntlich",3,1751
33,0,5,108,"laerm",TRUE,NA,NA,NA,NA,"bekanntlich",3,5027
33,0,6,5,"schlaf",FALSE,0,"low","low",74,"ja",2,3556
33,0,7,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,4205
33,0,8,1,"klimawandel",FALSE,0,"low","low",88,"bekanntlich",3,7241
33,0,9,102,"leselicht",TRUE,NA,NA,NA,NA,"bekanntlich",3,4919
33,0,10,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,4691
33,0,11,2,"ernaehrung",FALSE,1,"low","high",62,"ja",2,5703
33,0,12,7,"sport",FALSE,2,"high","low",83,"ja",2,3759
33,0,13,3,"stadtverkehr",FALSE,2,"high","low",71,"ja",2,5507
33,0,14,104,"kaffee",TRUE,NA,NA,NA,NA,"ja",2,3560
33,0,15,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,1327
33,0,16,8,"lokalkauf",FALSE,3,"high","high",58,"ja",2,3432
34,1,1,6,"plastik",FALSE,2,"high","low",79,"ja",2,3881
34,1,2,1,"klimawandel",FALSE,1,"low","high",88,"ja",2,4410
34,1,3,3,"stadtverkehr",FALSE,3,"high","high",71,"soviel ich weiß",1,1446
34,1,4,5,"schlaf",FALSE,1,"low","high",74,"bekanntlich",3,5158
34,1,5,8,"lokalkauf",FALSE,0,"low","low",58,"soviel ich weiß",1,2408
34,1,6,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,1990
34,1,7,7,"sport",FALSE,3,"high","high",83,"ja",2,6249
34,1,8,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3657
34,1,9,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,1784
34,1,10,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,3462
34,1,11,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,5392
34,1,12,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,4772
34,1,13,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3992
34,1,14,4,"digitalisierung",FALSE,0,"low","low",85,"soviel ich weiß",1,6691
34,1,15,104,"kaffee",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3664
34,1,16,2,"ernaehrung",FALSE,2,"high","low",62,"soviel ich weiß",1,7408
35,2,1,2,"ernaehrung",FALSE,3,"high","high",62,"bekanntlich",3,4617
35,2,2,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,3413
35,2,3,7,"sport",FALSE,0,"low","low",83,"ja",2,7466
35,2,4,8,"lokalkauf",FALSE,1,"low","high",58,"ja",2,3724
35,2,5,4,"digitalisierung",FALSE,1,"low","high",85,"bekanntlich",3,5814
35,2,6,3,"stadtverkehr",FALSE,0,"low","low",71,"soviel ich weiß",1,2750
35,2,7,1,"klimawandel",FALSE,2,"high","low",88,"soviel ich weiß",1,3918
35,2,8,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2439
35,2,9,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,3941
35,2,10,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,908
35,2,11,5,"schlaf",FALSE,2,"high","low",74,"soviel ich weiß",1,2133
35,2,12,107,"frischluft",TRUE,NA,NA,NA,NA,"ja",2,2302
35,2,13,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3673
35,2,14,101,"bahn",TRUE,NA,NA,NA,NA,"ja",2,3980
35,2,15,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,1449
35,2,16,6,"plastik",FALSE,3,"high","high",79,"bekanntlich",3,4905
36,3,1,1,"klimawandel",FALSE,3,"high","high",88,"ja",2,2806
36,3,2,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,922
36,3,3,3,"stadtverkehr",FALSE,1,"low","high",71,"ja",2,6723
36,3,4,107,"frischluft",TRUE,NA,NA,NA,NA,"ja",2,1659
36,3,5,2,"ernaehrung",FALSE,0,"low","low",62,"ja",2,2916
36,3,6,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2377
36,3,7,4,"digitalisierung",FALSE,2,"high","low",85,"ja",2,4985
36,3,8,5,"schlaf",FALSE,3,"high","high",74,"bekanntlich",3,4967
36,3,9,8,"lokalkauf",FALSE,2,"high","low",58,"soviel ich weiß",1,3880
36,3,10,104,"kaffee",TRUE,NA,NA,NA,NA,"ja",2,4843
36,3,11,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,6172
36,3,12,6,"plastik",FALSE,0,"low","low",79,"ja",2,6505
36,3,13,7,"sport",FALSE,1,"low","high",83,"bekanntlich",3,4250
36,3,14,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4411
36,3,15,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,3890
36,3,16,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,4719
37,0,1,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3266
37,0,2,5,"schlaf",FALSE,0,"low","low",74,"bekanntlich",3,6610
37,0,3,7,"sport",FALSE,2,"high","low",83,"soviel ich weiß",1,5387
37,0,4,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,2376
37,0,5,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3907
37,0,6,108,"laerm",TRUE,NA,NA,NA,NA,"bekanntlich",3,4779
37,0,7,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3618
37,0,8,6,"plastik",FALSE,1,"low","high",79,"bekanntlich",3,5945
37,0,9,4,"digitalisierung",FALSE,3,"high","high",85,"bekanntlich",3,4671
37,0,10,8,"lokalkauf",FALSE,3,"high","high",58,"soviel ich weiß",1,4050
37,0,11,2,"ernaehrung",FALSE,1,"low","high",62,"ja",2,2542
37,0,12,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,3348
37,0,13,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4092
37,0,14,1,"klimawandel",FALSE,0,"low","low",88,"soviel ich weiß",1,4029
37,0,15,104,"kaffee",TRUE,NA,NA,NA,NA,"ja",2,1952
37,0,16,3,"stadtverkehr",FALSE,2,"high","low",71,"ja",2,6145
38,1,1,4,"digitalisierung",FALSE,0,"low","low",85,"bekanntlich",3,3137
38,1,2,104,"kaffee",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4262
38,1,3,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4934
38,1,4,7,"sport",FALSE,3,"high","high",83,"bekanntlich",3,4156
38,1,5,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3225
38,1,6,6,"plastik",FALSE,2,"high","low",79,"soviel ich weiß",1,4669
38,1,7,2,"ernaehrung",FALSE,2,"high","low",62,"ja",2,6519
38,1,8,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,4461
38,1,9,5,"schlaf",FALSE,1,"low","high",74,"bekanntlich",3,6139
38,1,10,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,5180
38,1,11,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3866
38,1,12,107,"frischluft",TRUE,NA,NA,NA,NA,"ja",2,2454
38,1,13,1,"klimawandel",FALSE,1,"low","high",88,"bekanntlich",3,2611
38,1,14,3,"stadtverkehr",FALSE,3,"high","high",71,"ja",2,5127
38,1,15,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,3379
38,1,16,8,"lokalkauf",FALSE,0,"low","low",58,"soviel ich weiß",1,4523
39,2,1,4,"digitalisierung",FALSE,1,"low","high",85,"bekanntlich",3,5869
39,2,2,1,"klimawandel",FALSE,2,"high","low",88,"ja",2,5667
39,2,3,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,3481
39,2,4,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3580
39,2,5,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4391
39,2,6,7,"sport",FALSE,0,"low","low",83,"bekanntlich",3,2617
39,2,7,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4102
39,2,8,2,"ernaehrung",FALSE,3,"high","high",62,"soviel ich weiß",1,2735
39,2,9,103,"kochen",TRUE,NA,NA,NA,NA,"ja",2,5100
39,2,10,101,"bahn",TRUE,NA,NA,NA,NA,"ja",2,5177
39,2,11,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,4967
39,2,12,5,"schlaf",FALSE,2,"high","low",74,"soviel ich weiß",1,3908
39,2,13,3,"stadtverkehr",FALSE,0,"low","low",71,"ja",2,5816
39,2,14,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3751
39,2,15,8,"lokalkauf",FALSE,1,"low","high",58,"ja",2,2771
39,2,16,6,"plastik",FALSE,3,"high","high",79,"bekanntlich",3,2409
40,3,1,2,"ernaehrung",FALSE,0,"low","low",62,"ja",2,5232
40,3,2,4,"digitalisierung",FALSE,2,"high","low",85,"ja",2,6288
40,3,3,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,3942
40,3,4,1,"klimawandel",FALSE,3,"high","high",88,"bekanntlich",3,4400
40,3,5,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3073
40,3,6,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4235
40,3,7,7,"sport",FALSE,1,"low","high",83,"bekanntlich",3,1469
40,3,8,3,"stadtverkehr",FALSE,1,"low","high",71,"bekanntlich",3,4195
40,3,9,8,"lokalkauf",FALSE,2,"high","low",58,"soviel ich weiß",1,8113
40,3,10,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,4935
40,3,11,104,"kaffee",TRUE,NA,NA,NA,NA,"ja",2,3949
40,3,12,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3912
40,3,13,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3447
40,3,14,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,2379
40,3,15,6,"plastik",FALSE,0,"low","low",79,"ja",2,5667
40,3,16,5,"schlaf",FALSE,3,"high","high",74,"bekanntlich",3,2582
41,0,1,4,"digitalisierung",FALSE,3,"high","high",85,"bekanntlich",3,3684
41,0,2,7,"sport",FALSE,2,"high","low",83,"ja",2,1872
41,0,3,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,1049
41,0,4,8,"lokalkauf",FALSE,3,"high","high",58,"ja",2,4014
41,0,5,3,"stadtverkehr",FALSE,2,"high","low",71,"ja",2,4328
41,0,6,1,"klimawandel",FALSE,0,"low","low",88,"bekanntlich",3,2875
41,0,7,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4509
41,0,8,5,"schlaf",FALSE,0,"low","low",74,"ja",2,1556
41,0,9,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,6398
41,0,10,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,5307
41,0,11,104,"kaffee",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3649
41,0,12,2,"ernaehrung",FALSE,1,"low","high",62,"bekanntlich",3,3505
41,0,13,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,4057
41,0,14,6,"plastik",FALSE,1,"low","high",79,"bekanntlich",3,6852
41,0,15,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2795
41,0,16,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,4644
42,1,1,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,3691
42,1,2,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4546
42,1,3,7,"sport",FALSE,3,"high","high",83,"ja",2,3058
42,1,4,3,"stadtverkehr",FALSE,3,"high","high",71,"soviel ich weiß",1,5925
42,1,5,5,"schlaf",FALSE,1,"low","high",74,"bekanntlich",3,4172
