"submission_id","is_training","trial_id","comments","languages","trial_type","pc_prag_analysis","rating_adopt","inferred_goal_strength","is_critical","sentence_after","prolific_session_id","context","experiment_end_time","rating_g","marker","trial_key","age","g_implied_analysis","question_adopt","pc_prag","display_order","scale_step","scale_min","trial_index","item_id","education","scale_max","topic","list_num","g_implied","adoption_likelihood","sentence_before","condition_index","prolific_pid","marker_assignment_source","experiment_duration","is_filler","prolific_study_id","rt","question_goal","recommended_action","responseTime","experiment_start_time","mean_pc_prop_rating","pc_prop_c","marker_strength","marker_strength_c","pc_prag_c","inferred_goal_strength_prop","adoption_likelihood_prop","inferred_goal_strength_beta","adoption_likelihood_beta","condition"
"3621",FALSE,"5","","Deutsch","critical","low",60,54,TRUE,"entscheidend für die kognitive Leistungsfähigkeit.","69ad233a79e4c537e188cf04","Dein/e Gesprächspartner/in spricht mit dir über Gesundheit und Wohlbefinden. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass ausreichend Schlaf entscheidend für die kognitive Leistungsfähigkeit ist.",1772954641627,54,"soviel ich weiß","critical-5-c0-list0",25,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",4,1,0,4,"5","Bachelor",100,"schlaf",0,"low",60,"Ausreichend Schlaf ist",0,"6914cff3225dd90f81a6924d","comprehension_marker_assignment_balanced.csv",208663,FALSE,"69aca37e417992637b6ed8da",9725,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","auf feste Schlafzeiten achten",9725,1772954432964,74,0.0921691143012016,1,-1,-0.5,0.54,0.6,0.5399375,0.59984375,"Prag. Controversy: low
Goal: low"
"3621",FALSE,"2","","Deutsch","critical","low",50,75,TRUE,"die Gesundheit.","69ad233a79e4c537e188cf04","Dein/e Gesprächspartner/in spricht mit dir über Ernährungsgewohnheiten. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass eine überwiegend pflanzliche Ernährung die Gesundheit fördert.",1772954641627,75,"bekanntlich","critical-2-c1-list0",25,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",8,1,0,8,"2","Bachelor",100,"ernaehrung",0,"high",50,"Eine überwiegend pflanzliche Ernährung fördert",1,"6914cff3225dd90f81a6924d","comprehension_marker_assignment_balanced.csv",208663,FALSE,"69aca37e417992637b6ed8da",11303,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","mehr pflanzliche Lebensmittel in deinen Alltag einbauen",11303,1772954432964,62,1.19819848591562,3,1,-0.5,0.75,0.5,0.749609375,0.5,"Prag. Controversy: low
Goal: high"
"3621",FALSE,"6","","Deutsch","critical","low",66,84,TRUE,"den Meeresökosystemen erheblich.","69ad233a79e4c537e188cf04","Dein/e Gesprächspartner/in spricht mit dir über Umweltschutz. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass Einwegplastik den Meeresökosystemen erheblich schadet.",1772954641627,84,"bekanntlich","critical-6-c1-list0",25,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",9,1,0,9,"6","Bachelor",100,"plastik",0,"high",66,"Einwegplastik schadet",1,"6914cff3225dd90f81a6924d","comprehension_marker_assignment_balanced.csv",208663,FALSE,"69aca37e417992637b6ed8da",7377,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","konsequent auf Einwegplastik verzichten",7377,1772954432964,79,-0.368676457204806,3,1,-0.5,0.84,0.66,0.83946875,0.65975,"Prag. Controversy: low
Goal: high"
"3621",FALSE,"8","","Deutsch","critical","high",94,41,TRUE,"die regionale Wirtschaft nachhaltig.","69ad233a79e4c537e188cf04","Dein/e Gesprächspartner/in spricht mit dir über Einkaufsgewohnheiten. In eurem gemeinsamen Umfeld gehen die Meinungen dazu weit auseinander.",1772954641627,41,"soviel ich weiß","critical-8-c3-list0",25,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",11,1,0,11,"8","Bachelor",100,"lokalkauf",0,"high",94,"Der Einkauf bei lokalen Händlern stärkt",3,"6914cff3225dd90f81a6924d","comprehension_marker_assignment_balanced.csv",208663,FALSE,"69aca37e417992637b6ed8da",7397,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","öfter bei lokalen Geschäften einkaufen",7397,1772954432964,58,1.56687494312043,1,-1,0.5,0.41,0.94,0.410140625,0.9393125,"Prag. Controversy: high
Goal: high"
"3621",FALSE,"7","","Deutsch","critical","high",35,74,TRUE,"das Risiko für Herz-Kreislauf-Erkrankungen deutlich.","69ad233a79e4c537e188cf04","Dein/e Gesprächspartner/in spricht mit dir über gesunden Lebensstil. In eurem gemeinsamen Umfeld gehen die Meinungen dazu stark auseinander.",1772954641627,74,"ja","critical-7-c2-list0",25,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",13,1,0,13,"7","Bachelor",100,"sport",0,"low",35,"Regelmäßige körperliche Bewegung senkt",2,"6914cff3225dd90f81a6924d","comprehension_marker_assignment_balanced.csv",208663,FALSE,"69aca37e417992637b6ed8da",5926,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","regelmäßig Sport in deinen Alltag integrieren",5926,1772954432964,83,-0.737352914409613,2,0,0.5,0.74,0.35,0.739625,0.350234375,"Prag. Controversy: high
Goal: low"
"3621",FALSE,"1","","Deutsch","critical","low",99,85,TRUE,"durch menschliche Aktivitäten verursacht.","69ad233a79e4c537e188cf04","Dein/e Gesprächspartner/in spricht mit dir über den Klimawandel. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass der Klimawandel durch menschliche Aktivitäten verursacht wird.",1772954641627,85,"ja","critical-1-c0-list0",25,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",15,1,0,15,"1","Bachelor",100,"klimawandel",0,"low",99,"Der Klimawandel wird",0,"6914cff3225dd90f81a6924d","comprehension_marker_assignment_balanced.csv",208663,FALSE,"69aca37e417992637b6ed8da",8619,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","auf Flugreisen verzichten",8619,1772954432964,88,-1.19819848591562,2,0,-0.5,0.85,0.99,0.849453125,0.989234375,"Prag. Controversy: low
Goal: low"
"3621",FALSE,"3","","Deutsch","critical","high",80,77,TRUE,"den Stadtverkehr erheblich.","69ad233a79e4c537e188cf04","Dein/e Gesprächspartner/in spricht mit dir über Verkehrspolitik in eurer Stadt. In eurem gemeinsamen Umfeld gehen die Meinungen dazu weit auseinander.",1772954641627,77,"soviel ich weiß","critical-3-c2-list0",25,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",16,1,0,16,"3","Bachelor",100,"stadtverkehr",0,"low",80,"Ein ausgebautes Nahverkehrsnetz entlastet",2,"6914cff3225dd90f81a6924d","comprehension_marker_assignment_balanced.csv",208663,FALSE,"69aca37e417992637b6ed8da",9294,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","häufiger auf öffentliche Verkehrsmittel umsteigen",9294,1772954432964,71,0.368676457204806,1,-1,0.5,0.77,0.8,0.769578125,0.79953125,"Prag. Controversy: high
Goal: low"
"3622",FALSE,"6","","Deutsch","critical","high",50,93,TRUE,"den Meeresökosystemen erheblich.","69ad24ede9256bc56e26507d","Dein/e Gesprächspartner/in spricht mit dir über Umweltschutz. In eurem gemeinsamen Umfeld herrschen dazu sehr unterschiedliche Meinungen.",1772955402072,93,"ja","critical-6-c3-list2",26,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",1,1,0,1,"6","Abitur",100,"plastik",2,"high",50,"Einwegplastik schadet",3,"5f3024c0ab23864426d6828c","comprehension_marker_assignment_balanced.csv",346060,FALSE,"69aca37e417992637b6ed8da",17688,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","konsequent auf Einwegplastik verzichten",17687,1772955056012,79,-0.368676457204806,2,0,0.5,0.93,0.5,0.929328125,0.5,"Prag. Controversy: high
Goal: high"
"3622",FALSE,"1","","Deutsch","critical","high",12,93,TRUE,"durch menschliche Aktivitäten verursacht.","69ad24ede9256bc56e26507d","Dein/e Gesprächspartner/in spricht mit dir über den Klimawandel. In eurem gemeinsamen Umfeld gehen die Meinungen dazu allerdings stark auseinander.",1772955402072,93,"ja","critical-1-c2-list2",26,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",3,1,0,3,"1","Abitur",100,"klimawandel",2,"low",12,"Der Klimawandel wird",2,"5f3024c0ab23864426d6828c","comprehension_marker_assignment_balanced.csv",346060,FALSE,"69aca37e417992637b6ed8da",24689,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","auf Flugreisen verzichten",24688,1772955056012,88,-1.19819848591562,2,0,0.5,0.93,0.12,0.929328125,0.12059375,"Prag. Controversy: high
Goal: low"
"3622",FALSE,"8","","Deutsch","critical","low",35,71,TRUE,"die regionale Wirtschaft nachhaltig.","69ad24ede9256bc56e26507d","Dein/e Gesprächspartner/in spricht mit dir über Einkaufsgewohnheiten. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass der Einkauf bei lokalen Händlern die regionale Wirtschaft nachhaltig stärkt.",1772955402072,71,"bekanntlich","critical-8-c1-list2",26,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",4,1,0,4,"8","Abitur",100,"lokalkauf",2,"high",35,"Der Einkauf bei lokalen Händlern stärkt",1,"5f3024c0ab23864426d6828c","comprehension_marker_assignment_balanced.csv",346060,FALSE,"69aca37e417992637b6ed8da",17636,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","öfter bei lokalen Geschäften einkaufen",17636,1772955056012,58,1.56687494312043,3,1,-0.5,0.71,0.35,0.709671875,0.350234375,"Prag. Controversy: low
Goal: high"
"3622",FALSE,"3","","Deutsch","critical","low",97,59,TRUE,"den Stadtverkehr erheblich.","69ad24ede9256bc56e26507d","Dein/e Gesprächspartner/in spricht mit dir über Verkehrspolitik in eurer Stadt. In eurem gemeinsamen Umfeld sehen das die meisten ähnlich, dass ein ausgebautes Nahverkehrsnetz den Stadtverkehr erheblich entlastet.",1772955402072,59,"soviel ich weiß","critical-3-c0-list2",26,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",6,1,0,6,"3","Abitur",100,"stadtverkehr",2,"low",97,"Ein ausgebautes Nahverkehrsnetz entlastet",0,"5f3024c0ab23864426d6828c","comprehension_marker_assignment_balanced.csv",346060,FALSE,"69aca37e417992637b6ed8da",26821,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","häufiger auf öffentliche Verkehrsmittel umsteigen",26821,1772955056012,71,0.368676457204806,1,-1,-0.5,0.59,0.97,0.589859375,0.969265625,"Prag. Controversy: low
Goal: low"
"3622",FALSE,"2","","Deutsch","critical","high",51,80,TRUE,"die Gesundheit.","69ad24ede9256bc56e26507d","Dein/e Gesprächspartner/in spricht mit dir über Ernährungsgewohnheiten. In eurem gemeinsamen Umfeld herrschen dazu sehr unterschiedliche Meinungen.",1772955402072,80,"soviel ich weiß","critical-2-c3-list2",26,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",10,1,0,10,"2","Abitur",100,"ernaehrung",2,"high",51,"Eine überwiegend pflanzliche Ernährung fördert",3,"5f3024c0ab23864426d6828c","comprehension_marker_assignment_balanced.csv",346060,FALSE,"69aca37e417992637b6ed8da",13727,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","mehr pflanzliche Lebensmittel in deinen Alltag einbauen",13727,1772955056012,62,1.19819848591562,1,-1,0.5,0.8,0.51,0.79953125,0.509984375,"Prag. Controversy: high
Goal: high"
"3622",FALSE,"4","","Deutsch","critical","low",73,82,TRUE,"in der heutigen Arbeitswelt unverzichtbar.","69ad24ede9256bc56e26507d","Dein/e Gesprächspartner/in spricht mit dir über Berufsausbildung und Weiterbildung. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass digitale Kompetenzen in der heutigen Arbeitswelt unverzichtbar sind.",1772955402072,82,"bekanntlich","critical-4-c1-list2",26,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",12,1,0,12,"4","Abitur",100,"digitalisierung",2,"high",73,"Digitale Kompetenzen sind",1,"5f3024c0ab23864426d6828c","comprehension_marker_assignment_balanced.csv",346060,FALSE,"69aca37e417992637b6ed8da",13239,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","regelmäßig digitale Weiterbildungsangebote nutzen",13239,1772955056012,85,-0.921691143012016,3,1,-0.5,0.82,0.73,0.8195,0.729640625,"Prag. Controversy: low
Goal: high"
"3622",FALSE,"5","","Deutsch","critical","high",61,93,TRUE,"entscheidend für die kognitive Leistungsfähigkeit.","69ad24ede9256bc56e26507d","Dein/e Gesprächspartner/in spricht mit dir über Gesundheit und Wohlbefinden. In eurem gemeinsamen Umfeld gehen die Meinungen dazu stark auseinander.",1772955402072,93,"ja","critical-5-c2-list2",26,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",14,1,0,14,"5","Abitur",100,"schlaf",2,"low",61,"Ausreichend Schlaf ist",2,"5f3024c0ab23864426d6828c","comprehension_marker_assignment_balanced.csv",346060,FALSE,"69aca37e417992637b6ed8da",15267,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","auf feste Schlafzeiten achten",15267,1772955056012,74,0.0921691143012016,2,0,0.5,0.93,0.61,0.929328125,0.609828125,"Prag. Controversy: high
Goal: low"
"3622",FALSE,"7","","Deutsch","critical","low",96,58,TRUE,"das Risiko für Herz-Kreislauf-Erkrankungen deutlich.","69ad24ede9256bc56e26507d","Dein/e Gesprächspartner/in spricht mit dir über gesunden Lebensstil. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass regelmäßige körperliche Bewegung das Risiko für Herz-Kreislauf-Erkrankungen deutlich senkt.",1772955402072,58,"ja","critical-7-c0-list2",26,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",16,1,0,16,"7","Abitur",100,"sport",2,"low",96,"Regelmäßige körperliche Bewegung senkt",0,"5f3024c0ab23864426d6828c","comprehension_marker_assignment_balanced.csv",346060,FALSE,"69aca37e417992637b6ed8da",21187,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","regelmäßig Sport in deinen Alltag integrieren",21187,1772955056012,83,-0.737352914409613,2,0,-0.5,0.58,0.96,0.579875,0.95928125,"Prag. Controversy: low
Goal: low"
"3623",FALSE,"4","","Deutsch","critical","high",54,64,TRUE,"in der heutigen Arbeitswelt unverzichtbar.","69ad277a097d5e65e0966b5d","Dein/e Gesprächspartner/in spricht mit dir über Berufsausbildung und Weiterbildung. In eurem gemeinsamen Umfeld gehen die Meinungen dazu stark auseinander.",1772955724536,64,"bekanntlich","critical-4-c3-list0",28,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",1,1,0,1,"4","Höherer Abschluss",100,"digitalisierung",0,"high",54,"Digitale Kompetenzen sind",3,"61731903be585f00cb6d0afa","comprehension_marker_assignment_balanced.csv",203337,FALSE,"69aca37e417992637b6ed8da",11148,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","regelmäßig digitale Weiterbildungsangebote nutzen",11148,1772955521199,85,-0.921691143012016,3,1,0.5,0.64,0.54,0.63978125,0.5399375,"Prag. Controversy: high
Goal: high"
"3623",FALSE,"1","","Deutsch","critical","low",49,69,TRUE,"durch menschliche Aktivitäten verursacht.","69ad277a097d5e65e0966b5d","Dein/e Gesprächspartner/in spricht mit dir über den Klimawandel. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass der Klimawandel durch menschliche Aktivitäten verursacht wird.",1772955724536,69,"ja","critical-1-c0-list0",28,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",3,1,0,3,"1","Höherer Abschluss",100,"klimawandel",0,"low",49,"Der Klimawandel wird",0,"61731903be585f00cb6d0afa","comprehension_marker_assignment_balanced.csv",203337,FALSE,"69aca37e417992637b6ed8da",12545,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","auf Flugreisen verzichten",12545,1772955521199,88,-1.19819848591562,2,0,-0.5,0.69,0.49,0.689703125,0.490015625,"Prag. Controversy: low
Goal: low"
"3623",FALSE,"7","","Deutsch","critical","high",73,76,TRUE,"das Risiko für Herz-Kreislauf-Erkrankungen deutlich.","69ad277a097d5e65e0966b5d","Dein/e Gesprächspartner/in spricht mit dir über gesunden Lebensstil. In eurem gemeinsamen Umfeld gehen die Meinungen dazu stark auseinander.",1772955724536,76,"ja","critical-7-c2-list0",28,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",4,1,0,4,"7","Höherer Abschluss",100,"sport",0,"low",73,"Regelmäßige körperliche Bewegung senkt",2,"61731903be585f00cb6d0afa","comprehension_marker_assignment_balanced.csv",203337,FALSE,"69aca37e417992637b6ed8da",12160,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","regelmäßig Sport in deinen Alltag integrieren",12160,1772955521199,83,-0.737352914409613,2,0,0.5,0.76,0.73,0.75959375,0.729640625,"Prag. Controversy: high
Goal: low"
"3623",FALSE,"5","","Deutsch","critical","low",50,27,TRUE,"entscheidend für die kognitive Leistungsfähigkeit.","69ad277a097d5e65e0966b5d","Dein/e Gesprächspartner/in spricht mit dir über Gesundheit und Wohlbefinden. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass ausreichend Schlaf entscheidend für die kognitive Leistungsfähigkeit ist.",1772955724536,27,"soviel ich weiß","critical-5-c0-list0",28,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",5,1,0,5,"5","Höherer Abschluss",100,"schlaf",0,"low",50,"Ausreichend Schlaf ist",0,"61731903be585f00cb6d0afa","comprehension_marker_assignment_balanced.csv",203337,FALSE,"69aca37e417992637b6ed8da",8141,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","auf feste Schlafzeiten achten",8141,1772955521199,74,0.0921691143012016,1,-1,-0.5,0.27,0.5,0.270359375,0.5,"Prag. Controversy: low
Goal: low"
"3623",FALSE,"3","","Deutsch","critical","high",80,48,TRUE,"den Stadtverkehr erheblich.","69ad277a097d5e65e0966b5d","Dein/e Gesprächspartner/in spricht mit dir über Verkehrspolitik in eurer Stadt. In eurem gemeinsamen Umfeld gehen die Meinungen dazu weit auseinander.",1772955724536,48,"soviel ich weiß","critical-3-c2-list0",28,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",7,1,0,7,"3","Höherer Abschluss",100,"stadtverkehr",0,"low",80,"Ein ausgebautes Nahverkehrsnetz entlastet",2,"61731903be585f00cb6d0afa","comprehension_marker_assignment_balanced.csv",203337,FALSE,"69aca37e417992637b6ed8da",11834,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","häufiger auf öffentliche Verkehrsmittel umsteigen",11834,1772955521199,71,0.368676457204806,1,-1,0.5,0.48,0.8,0.48003125,0.79953125,"Prag. Controversy: high
Goal: low"
"3623",FALSE,"6","","Deutsch","critical","low",54,95,TRUE,"den Meeresökosystemen erheblich.","69ad277a097d5e65e0966b5d","Dein/e Gesprächspartner/in spricht mit dir über Umweltschutz. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass Einwegplastik den Meeresökosystemen erheblich schadet.",1772955724536,95,"bekanntlich","critical-6-c1-list0",28,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",9,1,0,9,"6","Höherer Abschluss",100,"plastik",0,"high",54,"Einwegplastik schadet",1,"61731903be585f00cb6d0afa","comprehension_marker_assignment_balanced.csv",203337,FALSE,"69aca37e417992637b6ed8da",7829,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","konsequent auf Einwegplastik verzichten",7829,1772955521199,79,-0.368676457204806,3,1,-0.5,0.95,0.54,0.949296875,0.5399375,"Prag. Controversy: low
Goal: high"
"3623",FALSE,"8","","Deutsch","critical","high",39,17,TRUE,"die regionale Wirtschaft nachhaltig.","69ad277a097d5e65e0966b5d","Dein/e Gesprächspartner/in spricht mit dir über Einkaufsgewohnheiten. In eurem gemeinsamen Umfeld gehen die Meinungen dazu weit auseinander.",1772955724536,17,"soviel ich weiß","critical-8-c3-list0",28,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",10,1,0,10,"8","Höherer Abschluss",100,"lokalkauf",0,"high",39,"Der Einkauf bei lokalen Händlern stärkt",3,"61731903be585f00cb6d0afa","comprehension_marker_assignment_balanced.csv",203337,FALSE,"69aca37e417992637b6ed8da",11117,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","öfter bei lokalen Geschäften einkaufen",11117,1772955521199,58,1.56687494312043,1,-1,0.5,0.17,0.39,0.170515625,0.390171875,"Prag. Controversy: high
Goal: high"
"3623",FALSE,"2","","Deutsch","critical","low",60,69,TRUE,"die Gesundheit.","69ad277a097d5e65e0966b5d","Dein/e Gesprächspartner/in spricht mit dir über Ernährungsgewohnheiten. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass eine überwiegend pflanzliche Ernährung die Gesundheit fördert.",1772955724536,69,"bekanntlich","critical-2-c1-list0",28,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",14,1,0,14,"2","Höherer Abschluss",100,"ernaehrung",0,"high",60,"Eine überwiegend pflanzliche Ernährung fördert",1,"61731903be585f00cb6d0afa","comprehension_marker_assignment_balanced.csv",203337,FALSE,"69aca37e417992637b6ed8da",15042,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","mehr pflanzliche Lebensmittel in deinen Alltag einbauen",15041,1772955521199,62,1.19819848591562,3,1,-0.5,0.69,0.6,0.689703125,0.59984375,"Prag. Controversy: low
Goal: high"
"3624",FALSE,"3","","Deutsch","critical","low",18,89,TRUE,"den Stadtverkehr erheblich.","69ad2794f9ed3bcf19a69faa","Dein/e Gesprächspartner/in spricht mit dir über Verkehrspolitik in eurer Stadt. In eurem gemeinsamen Umfeld sehen das die meisten ähnlich, dass ein ausgebautes Nahverkehrsnetz den Stadtverkehr erheblich entlastet.",1772955973223,89,"bekanntlich","critical-3-c1-list3",43,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",1,1,0,1,"3","Abitur",100,"stadtverkehr",3,"high",18,"Ein ausgebautes Nahverkehrsnetz entlastet",1,"693d7dfdd4f7487ec704a822","comprehension_marker_assignment_balanced.csv",420523,FALSE,"69aca37e417992637b6ed8da",36348,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","häufiger auf öffentliche Verkehrsmittel umsteigen",36348,1772955552700,71,0.368676457204806,3,1,-0.5,0.89,0.18,0.889390625,0.1805,"Prag. Controversy: low
Goal: high"
"3624",FALSE,"4","","Deutsch","critical","high",90,86,TRUE,"in der heutigen Arbeitswelt unverzichtbar.","69ad2794f9ed3bcf19a69faa","Dein/e Gesprächspartner/in spricht mit dir über Berufsausbildung und Weiterbildung. In eurem gemeinsamen Umfeld gehen die Meinungen dazu stark auseinander.",1772955973223,86,"ja","critical-4-c2-list3",43,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",2,1,0,2,"4","Abitur",100,"digitalisierung",3,"low",90,"Digitale Kompetenzen sind",2,"693d7dfdd4f7487ec704a822","comprehension_marker_assignment_balanced.csv",420523,FALSE,"69aca37e417992637b6ed8da",18541,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","regelmäßig digitale Weiterbildungsangebote nutzen",18541,1772955552700,85,-0.921691143012016,2,0,0.5,0.86,0.9,0.8594375,0.899375,"Prag. Controversy: high
Goal: low"
"3624",FALSE,"2","","Deutsch","critical","low",34,75,TRUE,"die Gesundheit.","69ad2794f9ed3bcf19a69faa","Dein/e Gesprächspartner/in spricht mit dir über Ernährungsgewohnheiten. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass eine überwiegend pflanzliche Ernährung die Gesundheit fördert.",1772955973223,75,"soviel ich weiß","critical-2-c0-list3",43,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",3,1,0,3,"2","Abitur",100,"ernaehrung",3,"low",34,"Eine überwiegend pflanzliche Ernährung fördert",0,"693d7dfdd4f7487ec704a822","comprehension_marker_assignment_balanced.csv",420523,FALSE,"69aca37e417992637b6ed8da",19250,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","mehr pflanzliche Lebensmittel in deinen Alltag einbauen",19250,1772955552700,62,1.19819848591562,1,-1,-0.5,0.75,0.34,0.749609375,0.34025,"Prag. Controversy: low
Goal: low"
"3624",FALSE,"7","","Deutsch","critical","low",49,54,TRUE,"das Risiko für Herz-Kreislauf-Erkrankungen deutlich.","69ad2794f9ed3bcf19a69faa","Dein/e Gesprächspartner/in spricht mit dir über gesunden Lebensstil. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass regelmäßige körperliche Bewegung das Risiko für Herz-Kreislauf-Erkrankungen deutlich senkt.",1772955973223,54,"bekanntlich","critical-7-c1-list3",43,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",5,1,0,5,"7","Abitur",100,"sport",3,"high",49,"Regelmäßige körperliche Bewegung senkt",1,"693d7dfdd4f7487ec704a822","comprehension_marker_assignment_balanced.csv",420523,FALSE,"69aca37e417992637b6ed8da",12763,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","regelmäßig Sport in deinen Alltag integrieren",12762,1772955552700,83,-0.737352914409613,3,1,-0.5,0.54,0.49,0.5399375,0.490015625,"Prag. Controversy: low
Goal: high"
